symptom1,symptom2,symptom3,disease,remedies
fever,fever,fever,COVID-19,Isolation; Hydration; Doctor consultation
fatigue,vomiting,nausea,Flu,Bed rest; Hydration; Paracetamol
fatigue,vomiting,vomiting,Asthma,Inhaler; Avoid triggers; Rest
fatigue,vomiting,diarrhea,Typhoid,Antibiotics; Hydration; Consult doctor
fatigue,vomiting,none,Dengue,Papaya leaf juice; Hydrate; Consult doctor
fatigue,diarrhea,fever,Flu,Bed rest; Hydration; Paracetamol
fatigue,diarrhea,cough,Pneumonia,Antibiotics; Hydration; Hospital care
fatigue,diarrhea,headache,Bronchitis,Honey; Ginger tea; Steam inhalation
fatigue,diarrhea,body pain,Bronchitis,Honey; Ginger tea; Steam inhalation
fatigue,diarrhea,chills,Food Poisoning,IV fluids; Rest; Electrolytes
fatigue,diarrhea,sore throat,Gastroenteritis,ORS; Rest; Hydration
fatigue,diarrhea,shortness of breath,Pneumonia,Antibiotics; Hydration; Hospital care
fatigue,diarrhea,fatigue,Common Cold,Rest; Drink warm fluids; Paracetamol
fatigue,diarrhea,nausea,Bronchitis,Honey; Ginger tea; Steam inhalation
fatigue,diarrhea,vomiting,Malaria,Antimalarial drugs; Bed rest; Fluids
fatigue,diarrhea,diarrhea,Malaria,Antimalarial drugs; Bed rest; Fluids
fatigue,diarrhea,none,COVID-19,Isolation; Hydration; Doctor consultation
fatigue,none,fever,Common Cold,Rest; Drink warm fluids; Paracetamol
fatigue,none,cough,Typhoid,Antibiotics; Hydration; Consult doctor
fatigue,none,headache,Food Poisoning,IV fluids; Rest; Electrolytes
fatigue,none,body pain,Food Poisoning,IV fluids; Rest; Electrolytes
fatigue,none,chills,Flu,Bed rest; Hydration; Paracetamol
fatigue,none,sore throat,Common Cold,Rest; Drink warm fluids; Paracetamol
fatigue,none,shortness of breath,Typhoid,Antibiotics; Hydration; Consult doctor
fatigue,none,fatigue,Migraine,Pain relievers; Avoid bright light; Hydrate
fatigue,none,nausea,Food Poisoning,IV fluids; Rest; Electrolytes
fatigue,none,vomiting,Dengue,Papaya leaf juice; Hydrate; Consult doctor
fatigue,none,diarrhea,Pneumonia,Antibiotics; Hydration; Hospital care
fatigue,none,none,Bronchitis,Honey; Ginger tea; Steam inhalation
nausea,fever,fever,Food Poisoning,IV fluids; Rest; Electrolytes
nausea,fever,cough,Malaria,Antimalarial drugs; Bed rest; Fluids
nausea,fever,headache,Flu,Bed rest; Hydration; Paracetamol
nausea,fever,body pain,Flu,Bed rest; Hydration; Paracetamol
nausea,fever,chills,Typhoid,Antibiotics; Hydration; Consult doctor
nausea,fever,sore throat,Malaria,Antimalarial drugs; Bed rest; Fluids
nausea,fever,shortness of breath,Malaria,Antimalarial drugs; Bed rest; Fluids
nausea,fever,fatigue,Gastroenteritis,ORS; Rest; Hydration
nausea,fever,nausea,Flu,Bed rest; Hydration; Paracetamol
nausea,fever,vomiting,Asthma,Inhaler; Avoid triggers; Rest
nausea,fever,diarrhea,Asthma,Inhaler; Avoid triggers; Rest
nausea,fever,none,Dengue,Papaya leaf juice; Hydrate; Consult doctor
nausea,cough,fever,Malaria,Antimalarial drugs; Bed rest; Fluids
nausea,cough,cough,Common Cold,Rest; Drink warm fluids; Paracetamol
nausea,cough,headache,Dengue,Papaya leaf juice; Hydrate; Consult doctor
nausea,cough,body pain,Pneumonia,Antibiotics; Hydration; Hospital care
nausea,cough,chills,Flu,Bed rest; Hydration; Paracetamol
nausea,cough,sore throat,Common Cold,Rest; Drink warm fluids; Paracetamol
nausea,cough,shortness of breath,Typhoid,Antibiotics; Hydration; Consult doctor
nausea,cough,fatigue,Migraine,Pain relievers; Avoid bright light; Hydrate
nausea,cough,nausea,Dengue,Papaya leaf juice; Hydrate; Consult doctor
nausea,cough,vomiting,Gastroenteritis,ORS; Rest; Hydration
nausea,cough,diarrhea,Gastroenteritis,ORS; Rest; Hydration
nausea,cough,none,Food Poisoning,IV fluids; Rest; Electrolytes
nausea,headache,fever,Typhoid,Antibiotics; Hydration; Consult doctor
nausea,headache,cough,Asthma,Inhaler; Avoid triggers; Rest
nausea,headache,headache,Food Poisoning,IV fluids; Rest; Electrolytes
nausea,headache,body pain,Food Poisoning,IV fluids; Rest; Electrolytes
nausea,headache,chills,Pneumonia,Antibiotics; Hydration; Hospital care
nausea,headache,sore throat,COVID-19,Isolation; Hydration; Doctor consultation
nausea,headache,shortness of breath,Asthma,Inhaler; Avoid triggers; Rest
nausea,headache,fatigue,Strep Throat,Antibiotics; Hydration; Rest
nausea,headache,nausea,Food Poisoning,IV fluids; Rest; Electrolytes
nausea,headache,vomiting,Migraine,Pain relievers; Avoid bright light; Hydrate
nausea,headache,diarrhea,Migraine,Pain relievers; Avoid bright light; Hydrate
nausea,headache,none,Bronchitis,Honey; Ginger tea; Steam inhalation
nausea,body pain,fever,Dengue,Papaya leaf juice; Hydrate; Consult doctor
nausea,body pain,cough,Migraine,Pain relievers; Avoid bright light; Hydrate
nausea,body pain,headache,COVID-19,Isolation; Hydration; Doctor consultation
nausea,body pain,body pain,Typhoid,Antibiotics; Hydration; Consult doctor
nausea,body pain,chills,Malaria,Antimalarial drugs; Bed rest; Fluids
nausea,body pain,sore throat,Dengue,Papaya leaf juice; Hydrate; Consult doctor
nausea,body pain,shortness of breath,Migraine,Pain relievers; Avoid bright light; Hydrate
nausea,body pain,fatigue,COVID-19,Isolation; Hydration; Doctor consultation
nausea,body pain,nausea,Asthma,Inhaler; Avoid triggers; Rest
nausea,body pain,vomiting,Typhoid,Antibiotics; Hydration; Consult doctor
nausea,body pain,diarrhea,Common Cold,Rest; Drink warm fluids; Paracetamol
nausea,body pain,none,Gastroenteritis,ORS; Rest; Hydration
nausea,chills,fever,Flu,Bed rest; Hydration; Paracetamol
nausea,chills,cough,Dengue,Papaya leaf juice; Hydrate; Consult doctor
nausea,chills,headache,Common Cold,Rest; Drink warm fluids; Paracetamol
nausea,chills,body pain,Bronchitis,Honey; Ginger tea; Steam inhalation
nausea,chills,chills,Strep Throat,Antibiotics; Hydration; Rest
nausea,chills,sore throat,Pneumonia,Antibiotics; Hydration; Hospital care
nausea,chills,shortness of breath,Dengue,Papaya leaf juice; Hydrate; Consult doctor
nausea,chills,fatigue,Typhoid,Antibiotics; Hydration; Consult doctor
nausea,chills,nausea,Common Cold,Rest; Drink warm fluids; Paracetamol
nausea,chills,vomiting,Bronchitis,Honey; Ginger tea; Steam inhalation
nausea,chills,diarrhea,Bronchitis,Honey; Ginger tea; Steam inhalation
nausea,chills,none,Asthma,Inhaler; Avoid triggers; Rest
nausea,sore throat,fever,Common Cold,Rest; Drink warm fluids; Paracetamol
nausea,sore throat,cough,Typhoid,Antibiotics; Hydration; Consult doctor
nausea,sore throat,headache,Dengue,Papaya leaf juice; Hydrate; Consult doctor
nausea,sore throat,body pain,Dengue,Papaya leaf juice; Hydrate; Consult doctor
nausea,sore throat,chills,Flu,Bed rest; Hydration; Paracetamol
nausea,sore throat,sore throat,Typhoid,Antibiotics; Hydration; Consult doctor
nausea,sore throat,shortness of breath,Typhoid,Antibiotics; Hydration; Consult doctor
nausea,sore throat,fatigue,Migraine,Pain relievers; Avoid bright light; Hydrate
nausea,sore throat,nausea,Food Poisoning,IV fluids; Rest; Electrolytes
nausea,sore throat,vomiting,Migraine,Pain relievers; Avoid bright light; Hydrate
nausea,sore throat,diarrhea,Pneumonia,Antibiotics; Hydration; Hospital care
nausea,sore throat,none,Bronchitis,Honey; Ginger tea; Steam inhalation
nausea,shortness of breath,fever,Migraine,Pain relievers; Avoid bright light; Hydrate
nausea,shortness of breath,cough,Strep Throat,Antibiotics; Hydration; Rest
nausea,shortness of breath,headache,Asthma,Inhaler; Avoid triggers; Rest
nausea,shortness of breath,body pain,Asthma,Inhaler; Avoid triggers; Rest
nausea,shortness of breath,chills,Bronchitis,Honey; Ginger tea; Steam inhalation
nausea,shortness of breath,sore throat,Migraine,Pain relievers; Avoid bright light; Hydrate
nausea,shortness of breath,shortness of breath,Malaria,Antimalarial drugs; Bed rest; Fluids
nausea,shortness of breath,fatigue,Asthma,Inhaler; Avoid triggers; Rest
nausea,shortness of breath,nausea,Flu,Bed rest; Hydration; Paracetamol
nausea,shortness of breath,vomiting,COVID-19,Isolation; Hydration; Doctor consultation
nausea,shortness of breath,diarrhea,Typhoid,Antibiotics; Hydration; Consult doctor
nausea,shortness of breath,none,Dengue,Papaya leaf juice; Hydrate; Consult doctor
nausea,fatigue,fever,Malaria,Antimalarial drugs; Bed rest; Fluids
nausea,fatigue,cough,Bronchitis,Honey; Ginger tea; Steam inhalation
nausea,fatigue,headache,Pneumonia,Antibiotics; Hydration; Hospital care
nausea,fatigue,body pain,Gastroenteritis,ORS; Rest; Hydration
nausea,fatigue,chills,COVID-19,Isolation; Hydration; Doctor consultation
nausea,fatigue,sore throat,Malaria,Antimalarial drugs; Bed rest; Fluids
nausea,fatigue,shortness of breath,Bronchitis,Honey; Ginger tea; Steam inhalation
nausea,fatigue,fatigue,Pneumonia,Antibiotics; Hydration; Hospital care
nausea,fatigue,nausea,Dengue,Papaya leaf juice; Hydrate; Consult doctor
nausea,fatigue,vomiting,Gastroenteritis,ORS; Rest; Hydration
nausea,fatigue,diarrhea,Flu,Bed rest; Hydration; Paracetamol
nausea,fatigue,none,Food Poisoning,IV fluids; Rest; Electrolytes
nausea,nausea,fever,COVID-19,Isolation; Hydration; Doctor consultation
nausea,nausea,cough,Flu,Bed rest; Hydration; Paracetamol
nausea,nausea,headache,Strep Throat,Antibiotics; Hydration; Rest
nausea,nausea,body pain,Strep Throat,Antibiotics; Hydration; Rest
nausea,nausea,chills,Pneumonia,Antibiotics; Hydration; Hospital care
nausea,nausea,sore throat,Flu,Bed rest; Hydration; Paracetamol
nausea,nausea,shortness of breath,Flu,Bed rest; Hydration; Paracetamol
nausea,nausea,fatigue,Malaria,Antimalarial drugs; Bed rest; Fluids
nausea,nausea,nausea,Strep Throat,Antibiotics; Hydration; Rest
nausea,nausea,vomiting,Food Poisoning,IV fluids; Rest; Electrolytes
nausea,nausea,diarrhea,Food Poisoning,IV fluids; Rest; Electrolytes
nausea,nausea,none,Common Cold,Rest; Drink warm fluids; Paracetamol
nausea,vomiting,fever,Strep Throat,Antibiotics; Hydration; Rest
nausea,vomiting,cough,Bronchitis,Honey; Ginger tea; Steam inhalation
nausea,vomiting,headache,Gastroenteritis,ORS; Rest; Hydration
nausea,vomiting,body pain,Gastroenteritis,ORS; Rest; Hydration
nausea,vomiting,chills,Typhoid,Antibiotics; Hydration; Consult doctor
nausea,vomiting,sore throat,Strep Throat,Antibiotics; Hydration; Rest
nausea,vomiting,shortness of breath,Bronchitis,Honey; Ginger tea; Steam inhalation
nausea,vomiting,fatigue,Pneumonia,Antibiotics; Hydration; Hospital care
nausea,vomiting,nausea,Gastroenteritis,ORS; Rest; Hydration
nausea,vomiting,vomiting,Flu,Bed rest; Hydration; Paracetamol
nausea,vomiting,diarrhea,Asthma,Inhaler; Avoid triggers; Rest
nausea,vomiting,none,Migraine,Pain relievers; Avoid bright light; Hydrate
nausea,diarrhea,fever,Food Poisoning,IV fluids; Rest; Electrolytes
nausea,diarrhea,cough,Bronchitis,Honey; Ginger tea; Steam inhalation
nausea,diarrhea,headache,Flu,Bed rest; Hydration; Paracetamol
nausea,diarrhea,body pain,Flu,Bed rest; Hydration; Paracetamol
nausea,diarrhea,chills,Common Cold,Rest; Drink warm fluids; Paracetamol
nausea,diarrhea,sore throat,Strep Throat,Antibiotics; Hydration; Rest
nausea,diarrhea,shortness of breath,Bronchitis,Honey; Ginger tea; Steam inhalation
nausea,diarrhea,fatigue,Pneumonia,Antibiotics; Hydration; Hospital care
nausea,diarrhea,nausea,Gastroenteritis,ORS; Rest; Hydration
nausea,diarrhea,vomiting,Flu,Bed rest; Hydration; Paracetamol
nausea,diarrhea,diarrhea,COVID-19,Isolation; Hydration; Doctor consultation
nausea,diarrhea,none,Migraine,Pain relievers; Avoid bright light; Hydrate
nausea,none,fever,Pneumonia,Antibiotics; Hydration; Hospital care
nausea,none,cough,Food Poisoning,IV fluids; Rest; Electrolytes
nausea,none,headache,COVID-19,Isolation; Hydration; Doctor consultation
nausea,none,body pain,Typhoid,Antibiotics; Hydration; Consult doctor
nausea,none,chills,Strep Throat,Antibiotics; Hydration; Rest
nausea,none,sore throat,Migraine,Pain relievers; Avoid bright light; Hydrate
nausea,none,shortness of breath,Food Poisoning,IV fluids; Rest; Electrolytes
nausea,none,fatigue,Asthma,Inhaler; Avoid triggers; Rest
nausea,none,nausea,COVID-19,Isolation; Hydration; Doctor consultation
nausea,none,vomiting,Typhoid,Antibiotics; Hydration; Consult doctor
nausea,none,diarrhea,Bronchitis,Honey; Ginger tea; Steam inhalation
nausea,none,none,Gastroenteritis,ORS; Rest; Hydration
vomiting,fever,fever,Malaria,Antimalarial drugs; Bed rest; Fluids
vomiting,fever,cough,Common Cold,Rest; Drink warm fluids; Paracetamol
vomiting,fever,headache,Pneumonia,Antibiotics; Hydration; Hospital care
vomiting,fever,body pain,Pneumonia,Antibiotics; Hydration; Hospital care
vomiting,fever,chills,COVID-19,Isolation; Hydration; Doctor consultation
vomiting,fever,sore throat,Common Cold,Rest; Drink warm fluids; Paracetamol
vomiting,fever,shortness of breath,Common Cold,Rest; Drink warm fluids; Paracetamol
vomiting,fever,fatigue,Dengue,Papaya leaf juice; Hydrate; Consult doctor
vomiting,fever,nausea,Pneumonia,Antibiotics; Hydration; Hospital care
vomiting,fever,vomiting,Gastroenteritis,ORS; Rest; Hydration
vomiting,fever,diarrhea,Asthma,Inhaler; Avoid triggers; Rest
vomiting,fever,none,Food Poisoning,IV fluids; Rest; Electrolytes
vomiting,cough,fever,Common Cold,Rest; Drink warm fluids; Paracetamol
vomiting,cough,cough,Asthma,Inhaler; Avoid triggers; Rest
vomiting,cough,headache,Food Poisoning,IV fluids; Rest; Electrolytes
vomiting,cough,body pain,Migraine,Pain relievers; Avoid bright light; Hydrate
vomiting,cough,chills,Flu,Bed rest; Hydration; Paracetamol
vomiting,cough,sore throat,COVID-19,Isolation; Hydration; Doctor consultation
vomiting,cough,shortness of breath,Asthma,Inhaler; Avoid triggers; Rest
vomiting,cough,fatigue,Strep Throat,Antibiotics; Hydration; Rest
vomiting,cough,nausea,Food Poisoning,IV fluids; Rest; Electrolytes
vomiting,cough,vomiting,Dengue,Papaya leaf juice; Hydrate; Consult doctor
vomiting,cough,diarrhea,Dengue,Papaya leaf juice; Hydrate; Consult doctor
vomiting,cough,none,Malaria,Antimalarial drugs; Bed rest; Fluids
vomiting,headache,fever,Asthma,Inhaler; Avoid triggers; Rest
vomiting,headache,cough,Gastroenteritis,ORS; Rest; Hydration
vomiting,headache,headache,Malaria,Antimalarial drugs; Bed rest; Fluids
vomiting,headache,body pain,Malaria,Antimalarial drugs; Bed rest; Fluids
vomiting,headache,chills,Pneumonia,Antibiotics; Hydration; Hospital care
vomiting,headache,sore throat,Asthma,Inhaler; Avoid triggers; Rest
vomiting,headache,shortness of breath,Gastroenteritis,ORS; Rest; Hydration
vomiting,headache,fatigue,Bronchitis,Honey; Ginger tea; Steam inhalation
vomiting,headache,nausea,Malaria,Antimalarial drugs; Bed rest; Fluids
vomiting,headache,vomiting,Strep Throat,Antibiotics; Hydration; Rest
vomiting,headache,diarrhea,Migraine,Pain relievers; Avoid bright light; Hydrate
vomiting,headache,none,Typhoid,Antibiotics; Hydration; Consult doctor
vomiting,body pain,fever,Asthma,Inhaler; Avoid triggers; Rest
vomiting,body pain,cough,Gastroenteritis,ORS; Rest; Hydration
vomiting,body pain,headache,Malaria,Antimalarial drugs; Bed rest; Fluids
vomiting,body pain,body pain,Malaria,Antimalarial drugs; Bed rest; Fluids
vomiting,body pain,chills,Migraine,Pain relievers; Avoid bright light; Hydrate
vomiting,body pain,sore throat,Gastroenteritis,ORS; Rest; Hydration
vomiting,body pain,shortness of breath,Gastroenteritis,ORS; Rest; Hydration
vomiting,body pain,fatigue,Bronchitis,Honey; Ginger tea; Steam inhalation
vomiting,body pain,nausea,Malaria,Antimalarial drugs; Bed rest; Fluids
vomiting,body pain,vomiting,Strep Throat,Antibiotics; Hydration; Rest
vomiting,body pain,diarrhea,Strep Throat,Antibiotics; Hydration; Rest
vomiting,body pain,none,Typhoid,Antibiotics; Hydration; Consult doctor
vomiting,chills,fever,COVID-19,Isolation; Hydration; Doctor consultation
vomiting,chills,cough,Flu,Bed rest; Hydration; Paracetamol
vomiting,chills,headache,Strep Throat,Antibiotics; Hydration; Rest
vomiting,chills,body pain,Strep Throat,Antibiotics; Hydration; Rest
vomiting,chills,chills,Migraine,Pain relievers; Avoid bright light; Hydrate
vomiting,chills,sore throat,Flu,Bed rest; Hydration; Paracetamol
vomiting,chills,shortness of breath,Flu,Bed rest; Hydration; Paracetamol
vomiting,chills,fatigue,Malaria,Antimalarial drugs; Bed rest; Fluids
vomiting,chills,nausea,Strep Throat,Antibiotics; Hydration; Rest
vomiting,chills,vomiting,Food Poisoning,IV fluids; Rest; Electrolytes
vomiting,chills,diarrhea,Food Poisoning,IV fluids; Rest; Electrolytes
vomiting,chills,none,Common Cold,Rest; Drink warm fluids; Paracetamol
vomiting,sore throat,fever,Malaria,Antimalarial drugs; Bed rest; Fluids
vomiting,sore throat,cough,Bronchitis,Honey; Ginger tea; Steam inhalation
vomiting,sore throat,headache,Flu,Bed rest; Hydration; Paracetamol
vomiting,sore throat,body pain,Flu,Bed rest; Hydration; Paracetamol
vomiting,sore throat,chills,COVID-19,Isolation; Hydration; Doctor consultation
vomiting,sore throat,sore throat,Malaria,Antimalarial drugs; Bed rest; Fluids
vomiting,sore throat,shortness of breath,Bronchitis,Honey; Ginger tea; Steam inhalation
vomiting,sore throat,fatigue,Pneumonia,Antibiotics; Hydration; Hospital care
vomiting,sore throat,nausea,Pneumonia,Antibiotics; Hydration; Hospital care
vomiting,sore throat,vomiting,Gastroenteritis,ORS; Rest; Hydration
vomiting,sore throat,diarrhea,Flu,Bed rest; Hydration; Paracetamol
vomiting,sore throat,none,Food Poisoning,IV fluids; Rest; Electrolytes
vomiting,shortness of breath,fever,Strep Throat,Antibiotics; Hydration; Rest
vomiting,shortness of breath,cough,Malaria,Antimalarial drugs; Bed rest; Fluids
vomiting,shortness of breath,headache,Flu,Bed rest; Hydration; Paracetamol
vomiting,shortness of breath,body pain,Flu,Bed rest; Hydration; Paracetamol
vomiting,shortness of breath,chills,Typhoid,Antibiotics; Hydration; Consult doctor
vomiting,shortness of breath,sore throat,Strep Throat,Antibiotics; Hydration; Rest
vomiting,shortness of breath,shortness of breath,Malaria,Antimalarial drugs; Bed rest; Fluids
vomiting,shortness of breath,fatigue,Gastroenteritis,ORS; Rest; Hydration
vomiting,shortness of breath,nausea,Pneumonia,Antibiotics; Hydration; Hospital care
vomiting,shortness of breath,vomiting,Flu,Bed rest; Hydration; Paracetamol
vomiting,shortness of breath,diarrhea,Asthma,Inhaler; Avoid triggers; Rest
vomiting,shortness of breath,none,Food Poisoning,IV fluids; Rest; Electrolytes
vomiting,fatigue,fever,Bronchitis,Honey; Ginger tea; Steam inhalation
vomiting,fatigue,cough,Typhoid,Antibiotics; Hydration; Consult doctor
vomiting,fatigue,headache,Dengue,Papaya leaf juice; Hydrate; Consult doctor
vomiting,fatigue,body pain,Dengue,Papaya leaf juice; Hydrate; Consult doctor
vomiting,fatigue,chills,Flu,Bed rest; Hydration; Paracetamol
vomiting,fatigue,sore throat,Common Cold,Rest; Drink warm fluids; Paracetamol
vomiting,fatigue,shortness of breath,Typhoid,Antibiotics; Hydration; Consult doctor
vomiting,fatigue,fatigue,Migraine,Pain relievers; Avoid bright light; Hydrate
vomiting,fatigue,nausea,Migraine,Pain relievers; Avoid bright light; Hydrate
vomiting,fatigue,vomiting,Dengue,Papaya leaf juice; Hydrate; Consult doctor
vomiting,fatigue,diarrhea,Pneumonia,Antibiotics; Hydration; Hospital care
vomiting,fatigue,none,Strep Throat,Antibiotics; Hydration; Rest
vomiting,nausea,fever,Flu,Bed rest; Hydration; Paracetamol
vomiting,nausea,cough,Pneumonia,Antibiotics; Hydration; Hospital care
vomiting,nausea,headache,Bronchitis,Honey; Ginger tea; Steam inhalation
vomiting,nausea,body pain,Bronchitis,Honey; Ginger tea; Steam inhalation
vomiting,nausea,chills,Migraine,Pain relievers; Avoid bright light; Hydrate
vomiting,nausea,sore throat,Flu,Bed rest; Hydration; Paracetamol
vomiting,nausea,shortness of breath,Pneumonia,Antibiotics; Hydration; Hospital care
vomiting,nausea,fatigue,Common Cold,Rest; Drink warm fluids; Paracetamol
vomiting,nausea,nausea,Bronchitis,Honey; Ginger tea; Steam inhalation
vomiting,nausea,vomiting,Malaria,Antimalarial drugs; Bed rest; Fluids
vomiting,nausea,diarrhea,Food Poisoning,IV fluids; Rest; Electrolytes
vomiting,nausea,none,COVID-19,Isolation; Hydration; Doctor consultation
vomiting,vomiting,fever,Bronchitis,Honey; Ginger tea; Steam inhalation
vomiting,vomiting,cough,Typhoid,Antibiotics; Hydration; Consult doctor
vomiting,vomiting,headache,Dengue,Papaya leaf juice; Hydrate; Consult doctor
vomiting,vomiting,body pain,Dengue,Papaya leaf juice; Hydrate; Consult doctor
vomiting,vomiting,chills,Asthma,Inhaler; Avoid triggers; Rest
vomiting,vomiting,sore throat,Bronchitis,Honey; Ginger tea; Steam inhalation
vomiting,vomiting,shortness of breath,Typhoid,Antibiotics; Hydration; Consult doctor
vomiting,vomiting,fatigue,Dengue,Papaya leaf juice; Hydrate; Consult doctor
vomiting,vomiting,nausea,Dengue,Papaya leaf juice; Hydrate; Consult doctor
vomiting,vomiting,vomiting,Pneumonia,Antibiotics; Hydration; Hospital care
vomiting,vomiting,diarrhea,Gastroenteritis,ORS; Rest; Hydration
vomiting,vomiting,none,Strep Throat,Antibiotics; Hydration; Rest
vomiting,diarrhea,fever,Dengue,Papaya leaf juice; Hydrate; Consult doctor
vomiting,diarrhea,cough,Food Poisoning,IV fluids; Rest; Electrolytes
vomiting,diarrhea,headache,COVID-19,Isolation; Hydration; Doctor consultation
vomiting,diarrhea,body pain,COVID-19,Isolation; Hydration; Doctor consultation
vomiting,diarrhea,chills,Malaria,Antimalarial drugs; Bed rest; Fluids
vomiting,diarrhea,sore throat,Dengue,Papaya leaf juice; Hydrate; Consult doctor
vomiting,diarrhea,shortness of breath,Food Poisoning,IV fluids; Rest; Electrolytes
vomiting,diarrhea,fatigue,Asthma,Inhaler; Avoid triggers; Rest
vomiting,diarrhea,nausea,COVID-19,Isolation; Hydration; Doctor consultation
vomiting,diarrhea,vomiting,Typhoid,Antibiotics; Hydration; Consult doctor
vomiting,diarrhea,diarrhea,Bronchitis,Honey; Ginger tea; Steam inhalation
vomiting,diarrhea,none,Gastroenteritis,ORS; Rest; Hydration
vomiting,none,fever,Flu,Bed rest; Hydration; Paracetamol
vomiting,none,cough,Flu,Bed rest; Hydration; Paracetamol
vomiting,none,headache,Strep Throat,Antibiotics; Hydration; Rest
vomiting,none,body pain,Strep Throat,Antibiotics; Hydration; Rest
vomiting,none,chills,Migraine,Pain relievers; Avoid bright light; Hydrate
vomiting,none,sore throat,Flu,Bed rest; Hydration; Paracetamol
vomiting,none,shortness of breath,Flu,Bed rest; Hydration; Paracetamol
vomiting,none,fatigue,Bronchitis,Honey; Ginger tea; Steam inhalation
vomiting,none,nausea,Bronchitis,Honey; Ginger tea; Steam inhalation
vomiting,none,vomiting,Malaria,Antimalarial drugs; Bed rest; Fluids
vomiting,none,diarrhea,Food Poisoning,IV fluids; Rest; Electrolytes
vomiting,none,none,Common Cold,Rest; Drink warm fluids; Paracetamol
diarrhea,fever,fever,COVID-19,Isolation; Hydration; Doctor consultation
diarrhea,fever,cough,Flu,Bed rest; Hydration; Paracetamol
diarrhea,fever,headache,Strep Throat,Antibiotics; Hydration; Rest
diarrhea,fever,body pain,Strep Throat,Antibiotics; Hydration; Rest
diarrhea,fever,chills,Dengue,Papaya leaf juice; Hydrate; Consult doctor
diarrhea,fever,sore throat,Flu,Bed rest; Hydration; Paracetamol
diarrhea,fever,shortness of breath,Flu,Bed rest; Hydration; Paracetamol
diarrhea,fever,fatigue,Malaria,Antimalarial drugs; Bed rest; Fluids
diarrhea,fever,nausea,Strep Throat,Antibiotics; Hydration; Rest
diarrhea,fever,vomiting,Food Poisoning,IV fluids; Rest; Electrolytes
diarrhea,fever,diarrhea,Food Poisoning,IV fluids; Rest; Electrolytes
diarrhea,fever,none,Common Cold,Rest; Drink warm fluids; Paracetamol
diarrhea,cough,fever,Common Cold,Rest; Drink warm fluids; Paracetamol
diarrhea,cough,cough,COVID-19,Isolation; Hydration; Doctor consultation
diarrhea,cough,headache,Migraine,Pain relievers; Avoid bright light; Hydrate
diarrhea,cough,body pain,Migraine,Pain relievers; Avoid bright light; Hydrate
diarrhea,cough,chills,Asthma,Inhaler; Avoid triggers; Rest
diarrhea,cough,sore throat,Common Cold,Rest; Drink warm fluids; Paracetamol
diarrhea,cough,shortness of breath,COVID-19,Isolation; Hydration; Doctor consultation
diarrhea,cough,fatigue,Food Poisoning,IV fluids; Rest; Electrolytes
diarrhea,cough,nausea,Migraine,Pain relievers; Avoid bright light; Hydrate
diarrhea,cough,vomiting,Dengue,Papaya leaf juice; Hydrate; Consult doctor
diarrhea,cough,diarrhea,Gastroenteritis,ORS; Rest; Hydration
diarrhea,cough,none,Malaria,Antimalarial drugs; Bed rest; Fluids
diarrhea,headache,fever,COVID-19,Isolation; Hydration; Doctor consultation
diarrhea,headache,cough,Flu,Bed rest; Hydration; Paracetamol
diarrhea,headache,headache,Strep Throat,Antibiotics; Hydration; Rest
diarrhea,headache,body pain,Strep Throat,Antibiotics; Hydration; Rest
diarrhea,headache,chills,Pneumonia,Antibiotics; Hydration; Hospital care
diarrhea,headache,sore throat,COVID-19,Isolation; Hydration; Doctor consultation
diarrhea,headache,shortness of breath,Flu,Bed rest; Hydration; Paracetamol
diarrhea,headache,fatigue,Strep Throat,Antibiotics; Hydration; Rest
diarrhea,headache,nausea,Strep Throat,Antibiotics; Hydration; Rest
diarrhea,headache,vomiting,Food Poisoning,IV fluids; Rest; Electrolytes
diarrhea,headache,diarrhea,Dengue,Papaya leaf juice; Hydrate; Consult doctor
diarrhea,headache,none,Common Cold,Rest; Drink warm fluids; Paracetamol
diarrhea,body pain,fever,Dengue,Papaya leaf juice; Hydrate; Consult doctor
diarrhea,body pain,cough,Food Poisoning,IV fluids; Rest; Electrolytes
diarrhea,body pain,headache,COVID-19,Isolation; Hydration; Doctor consultation
diarrhea,body pain,body pain,COVID-19,Isolation; Hydration; Doctor consultation
diarrhea,body pain,chills,Bronchitis,Honey; Ginger tea; Steam inhalation
diarrhea,body pain,sore throat,Food Poisoning,IV fluids; Rest; Electrolytes
diarrhea,body pain,shortness of breath,Food Poisoning,IV fluids; Rest; Electrolytes
diarrhea,body pain,fatigue,Asthma,Inhaler; Avoid triggers; Rest
diarrhea,body pain,nausea,COVID-19,Isolation; Hydration; Doctor consultation
diarrhea,body pain,vomiting,Typhoid,Antibiotics; Hydration; Consult doctor
diarrhea,body pain,diarrhea,Typhoid,Antibiotics; Hydration; Consult doctor
diarrhea,body pain,none,Gastroenteritis,ORS; Rest; Hydration
diarrhea,chills,fever,Malaria,Antimalarial drugs; Bed rest; Fluids
diarrhea,chills,cough,Common Cold,Rest; Drink warm fluids; Paracetamol
diarrhea,chills,headache,Pneumonia,Antibiotics; Hydration; Hospital care
diarrhea,chills,body pain,Pneumonia,Antibiotics; Hydration; Hospital care
diarrhea,chills,chills,Typhoid,Antibiotics; Hydration; Consult doctor
diarrhea,chills,sore throat,Malaria,Antimalarial drugs; Bed rest; Fluids
